Incident Type,Location,Borough,Creation Date,Closed Date,Latitude,Longitude
Transportation-Train Subway,East 42 Street  & 6 Avenue,Manhattan,10/10/2017 16:14,10/10/2017 16:43,40.754844,-73.984104
Utility-Power Outage,New Springfield,Staten Island,08/15/2018 04:55:56 PM,08/15/2018 08:53:48 PM,40.582269,-74.155581
HazMat-Liquid,West 132 Street & Broadway,Manhattan,01/06/2019 1:31,01/07/2019 9:39,40.818204,-73.956573
Structural-Partial Collapse,1228 Putnam Avenue,Brooklyn,06/25/2019 05:36:25 PM,06/28/2019 02:28:37 PM,40.69138722,-73.91548037
Utility-Power Outage,1 Chase Manhattan Plaza,Manhattan,04/02/2012 10:14,04/02/2012 17:35,40.70836197,-74.00959076
Structural-Collapse,331 East 6 Street,Manhattan,04/03/2012 14:40,04/03/2012 16:28,40.72704254,-73.98766814
HazMat-Fuel Spill,Henry St & 3 PLACE,Brooklyn,04/04/2012 10:30,04/04/2012 10:40,40.67975364,-74.00151425
Structural-DOB Schedule Vacate,2331 East 120 Street,Manhattan,04/03/2012 10:24,04/04/2012 10:47,40.80004989,-73.93707756
Utility-Water Main,92-20  Rockaway Beach Blvd,Queens,04/03/2012 23:25,04/04/2012 12:37,40.58632984,-73.81577543
Fire-10-76 (Commercial High Rise),151 West 34 St.,Manhattan,04/04/2012 15:32,04/05/2012 8:48,40.75043897,-73.98929516
Other-Fallen Tree,1050 Bay Ridge Avenue,Brooklyn,04/04/2012 21:31,04/05/2012 13:14,40.62701228,-74.00939174
Utility-Gas Main Rupture,241 Washington Avenue,Brooklyn,04/06/2012 9:36,04/06/2012 11:37,40.69128503,-73.96645717
HazMat-Overturned Gasoline Tanker,Bruckner Expressway & Cross Bronx Expressway,Bronx,04/07/2012 12:06,04/07/2012 19:21,,
Utility-Water Main,Murray Street & West Broadway,Manhattan,04/05/2012 3:13,04/07/2012 20:17,40.71438393,-74.0101291
LawEnforcement-Suspicious Package,Doscher Street & Sutter Avenue,Brooklyn,04/07/2012 22:01,04/07/2012 23:15,40.67275468,-73.87204123
LawEnforcement-Suspicious Package,W 46th St & Broadway,Manhattan,04/08/2012 16:10,04/08/2012 16:14,40.75869473,-73.98533768
Fire-4th Alarm,27 North Mada Avenue,Staten Island,04/09/2012 3:07,04/09/2012 8:52,40.6338655,-74.10756395
Utility-Item Retrieval,49 Street & 11 Avenue,Brooklyn,04/09/2012 8:31,04/09/2012 9:51,40.63768709,-73.99651942
Utility-Gas Main Rupture,131 Parkside Avenue,Brooklyn,04/09/2012 9:13,04/09/2012 10:33,40.65372503,-73.96481103
Fire-10-76 (Commercial High Rise),1775 Broadway,Manhattan,04/09/2012 11:20,04/09/2012 12:42,40.76649205,-73.981827
Structural-Life Safety Violations,184 Lafayette St.,Manhattan,04/04/2012 15:41,04/09/2012 21:51,40.72069457,-73.9985209
LawEnforcement-Suspicious Package,W 43 ST & 10 AV,Manhattan,04/10/2012 10:29,04/10/2012 10:50,40.76030123,-73.99498249
HazMat-Fuel,88-42 181st St,Queens,04/10/2012 16:44,04/10/2012 18:17,40.71257413,-73.7815302
Fire-Brush,West Service Road  & Victory Blvd,Staten Island,04/09/2012 11:51,04/11/2012 10:01,,
Structural-Elevator Incident,356 West 58th Street,Manhattan,04/12/2012 11:27,04/12/2012 12:16,40.76805137,-73.98394572
Rescue-High Angle,200 East 65th Street,Manhattan,04/13/2012 10:24:58 AM,04/13/2012 11:46:36 AM,40.76516199,-73.96351393
Structural-Construction Accident,149-31 Powells Cove Boulevard,Queens,12/08/2016 11:56,12/08/2016 12:30,40.71400364,-73.82998933
Utility-Water Main,,Bronx,01/10/2017 11:29,01/11/2017 13:17,,
Law Enforcement-Suspicious Package,1 Penn Plaza,Manhattan,06/05/2017 17:55,06/05/2017 18:26,40.71442154,-74.00607638
Utility-Gas High Pressure,Whitestone Expressway South  & Linden Place,Queens,08/10/2017 8:55,08/10/2017 9:55,40.771611,-73.833516
Fire-2nd Alarm,287 Warwick Street,Brooklyn,09/10/2017 23:14,09/11/2017 0:56,40.67675646,-73.88665847
Fire-1st Alarm,353 west 39 street,Manhattan,09/27/2017 03:08:40 PM,09/27/2017 09:24:16 PM,40.75629319,-73.99339137
Fire-3rd Alarm,1708 2nd Avenue,Manhattan,04/17/2019 10:22:00 AM,04/17/2019 02:01:26 PM,40.77950096,-73.95051478
Fire-Sensitive Location,1315 54 Street,Brooklyn,05/07/2019 2:13,05/08/2019 6:22,40.63199001,-73.99460738
Rescue-Construction worker fell,24  John St,Manhattan,04/13/2012 01:10:42 PM,04/13/2012 01:39:24 PM,40.70976461,-74.00876496
Fire-1st Alarm,2340 Cropsey Avenue,Brooklyn,04/13/2012 12:31:24 PM,04/13/2012 01:40:58 PM,40.59493967,-73.99592032
Structural-Collapse,1054 Willoughby Ave,Brooklyn,04/13/2012 07:29:09 PM,04/13/2012 08:49:11 PM,40.69990185,-73.92706321
Fire-10-77 (Residential High Rise),2 Lexington Ave,Manhattan,04/14/2012 01:51:19 AM,04/14/2012 06:29:03 AM,40.73831501,-73.98561642
HazMat-Diesel Fuel Spill,Cadman Plaza West & Pierrepont Street,Brooklyn,04/16/2012 07:56:53 AM,04/16/2012 08:43:14 AM,40.69456954,-73.99066726
Fire-2nd Alarm,804 Jefferson Ave,Brooklyn,04/16/2012 04:33:49 PM,04/16/2012 09:44:53 PM,40.68613834,-73.9251384
Fire-3rd Alarm,930 Flushing Avenue,Brooklyn,04/16/2012 01:44:19 PM,,40.70255496,-73.93438169
Rescue-Sidewalk Collapse,East 86th Street & 2nd Avenue,Manhattan,04/16/2012 01:10:25 PM,04/17/2012 12:41:52 AM,40.77787404,-73.9517434
Structural-Scaffold,Greenwich Street & Liberty Street,Manhattan,04/17/2012 03:19:29 AM,,40.7101293,-74.01262089
Transportation-Car,East 48 St & Lexington Ave,Manhattan,04/17/2012 02:15:33 AM,04/17/2012 10:08:29 AM,40.75524242,-73.97327568
LawEnforcement-Suspicious Package,West 23 Street & 5 Avenue,Manhattan,04/17/2012 07:11:47 PM,04/17/2012 07:23:22 PM,40.74154876,-73.98957446
Rescue-Confined Space,928 55th Street,Brooklyn,04/18/2012 01:35:50 PM,04/18/2012 02:28:51 PM,40.63645743,-74.00356338
Structural-Falling Debris,118 w 57 st,Manhattan,04/18/2012 11:52:28 AM,04/18/2012 02:36:25 PM,40.76464966,-73.97799373
LawEnforcement-Suspicious Package,48-35 35th Street,Queens,04/19/2012 04:49:47 PM,04/19/2012 05:22:16 PM,40.74016422,-73.93067107
Structural-Scaffold,157 West 57th Street,Manhattan,04/19/2012 04:34:10 PM,04/19/2012 06:18:03 PM,40.7649874,-73.97875171
Utility-Water Main,2182 Broadway,Manhattan,04/19/2012 11:55:43 AM,04/19/2012 07:21:09 PM,40.78263367,-73.98072126
Utility-Water Main,345 West 4 Street,Manhattan,04/17/2012 09:28:16 PM,04/20/2012 10:34:47 AM,40.73903772,-74.00385034
LawEnforcement-Bomb Threat,333 East 151st Street,Bronx,04/20/2012 11:37:45 AM,04/20/2012 12:35:12 PM,40.81825053,-73.91996791
Utility-Gas Low Pressure,Ocean Parkway & Avenue V,Brooklyn,04/17/2012 02:08:51 PM,04/21/2012 12:57:58 PM,40.59570847,-73.96506125
Fire-School,417 Troy Avenue,Brooklyn,12/09/2016 9:12,12/09/2016 9:54,40.66418775,-73.93707461
Fire-Manhole,648 45 Street,Brooklyn,04/19/2017 07:15:26 PM,04/19/2017 09:24:15 PM,40.64581544,-74.0040252
Medical-EMS MCI (Multiple Casualty Incident),7 Avenue & West 42 Street,Manhattan,05/18/2017 12:15:35 PM,05/19/2017 10:38:47 AM,40.71442154,-74.00607638
Law Enforcement-Other,1650 grnd concourse,bronx,06/30/2017 03:14:03 PM,07/01/2017 4:54,40.83721306,-73.87145923
Law Enforcement-Suspicious Package,East 23 Street & Broadway,Manhattan,08/10/2017 21:52,08/10/2017 22:22,40.741344,-73.9891215
Utility-Water Main,71-15 Beach Channel Drive,Queens,02/12/2018 9:38,02/12/2018 20:55,40.59191903,-73.79998965
Structural-Confined Space,5300 4th Avenue,Brooklyn,05/08/2019 14:05,05/08/2019 14:32,40.64482228,-74.0144856
Structural-Scaffold,59 Franklin St,Manhattan,04/26/2012 09:17:59 AM,04/26/2012 10:47:49 AM,40.71704951,-74.002738
Utility-Water Service Line,W 17th Street & 6th Avenue,Manhattan,04/27/2012 02:15:47 PM,04/27/2012 03:06:22 PM,40.73927099,-73.99544597
Fire-2nd Alarm,4812 14th Ave,Brooklyn,04/27/2012 08:51:59 PM,04/27/2012 11:05:45 PM,40.63413217,-73.98947595
Fire-Sensitive Location,201 East 120 Street,Manhattan,04/27/2012 03:34:40 PM,04/28/2012 10:20:47 AM,40.80037417,-73.93780325
LawEnforcement-Device,35-19 167th Street,Queens,04/28/2012 06:36:12 PM,04/28/2012 07:32:03 PM,40.76444845,-73.79869864
Transportation-Car,E 180 ST & Devoe Ave,Bronx,04/29/2012 12:51:05 PM,04/29/2012 04:54:17 PM,40.84206605,-73.87608508
LawEnforcement-Haz Mat,530 5th Ave,Manhattan,04/30/2012 03:51:33 PM,04/30/2012 04:55:50 PM,40.75487871,-73.97987747
LawEnforcement-Haz Mat,100 Gold Street,Manhattan,04/30/2012 04:00:01 PM,04/30/2012 07:44:46 PM,40.71042911,-74.00391722
LawEnforcement-Haz Mat,270 Park Ave,Manhattan,04/30/2012 06:33:57 PM,04/30/2012 08:05:09 PM,40.75564082,-73.97510913
HazMat-Suspicious White Powder,1211 6th Avenue,Manhattan,05/01/2012 10:14,05/01/2012 12:59,40.75839226,-73.98153683
LawEnforcement-Suspicious Package,399 Park Avenue,Manhattan,05/01/2012 12:53,05/01/2012 14:32,40.75954045,-73.9722452
LawEnforcement-Civil Unrest,,Manhattan,10/01/2011 16:52,05/02/2012 5:21,40.70980202,-74.01092675
HazMat-Solid,40 West 57 St.,Manhattan,05/02/2012 14:22,05/02/2012 16:04,40.7635375,-73.97535165
Rescue-Catwalk Collapse,4435 Victory Boulevard,Staten Island,05/03/2012 11:32,05/03/2012 12:59,40.58675439,-74.19954881
Fire-2nd Alarm,220-01 Hempstead Avenue,Queens,04/30/2012 03:38:15 AM,05/03/2012 14:37,40.71290866,-73.73437625
Rescue-Confined Space,52-11 111th Street,Queens,05/04/2012 0:00,05/04/2012 3:51,40.74403396,-73.85181031
Structural-Scaffold,98 Remsen St.,Brooklyn,05/05/2012 11:26,05/05/2012 17:18,40.6941773,-73.99485404
LawEnforcement-Suspicious Package,160 Beach 29th Street,Queens,05/07/2012 15:50,05/07/2012 16:04,40.59362769,-73.76170492
Utility-Water Main,Randall Avenue & Worthen Street,Bronx,05/08/2012 19:09,05/09/2012 17:49,40.81136818,-73.89148087
HazMat-Solid,310 West 106 Street,Manhattan,05/09/2012 20:50,05/09/2012 22:57,40.80176735,-73.96891181
Rescue-Worker Fell from Building,3111 Broadway,Manhattan,05/10/2012 13:23,05/10/2012 15:45,40.81280951,-73.96040629
Transportation-Car,Cross Bronx Expressway & Webster Avenue,Bronx,12/27/2016 06:21:42 AM,12/27/2016 12:38:29 PM,40.84442118,-73.90277739
Utility-Power Outage,319 West 94th Street,Manhattan,07/01/2017 22:51,07/02/2017 6:12,,
Law Enforcement-Suspicious Package,Church Street & Fulton Street,Manhattan,07/02/2017 15:31,07/02/2017 17:07,,
Fire-3rd Alarm,180 East 18 Street,Brooklyn,02/25/2019 11:22:06 AM,02/25/2019 08:11:24 PM,40.64688319,-73.96263509
HazMat-Solid,292 Greenwich Street,Manhattan,05/10/2012 14:31,05/10/2012 17:07,40.71601698,-74.01103479
HazMat-Solid,111 Columbia Street,Manhattan,05/10/2012 16:51,05/10/2012 18:44,40.7188949,-73.97930753
HazMat-High Carbon Monoxide,1102 Myrtle Ave,Brooklyn,05/12/2012 8:38,05/12/2012 10:05,40.69681689,-73.9366052
Fire-3rd Alarm,2070 Grand Concourse,Bronx,05/12/2012 19:03,05/12/2012 23:56,40.85322156,-73.90294729
Structural-Cracks,255 west 70th Street,Manhattan,05/13/2012 11:45:03 AM,05/13/2012 12:52:04 PM,40.77793795,-73.98411304
LawEnforcement-Suspicious Package,East 84th Street & Madison Avenue,Manhattan,05/14/2012 03:09:10 PM,05/14/2012 04:05:19 PM,40.77954043,-73.95977252
LawEnforcement-Suspicious Package,West St & Albany St,Manhattan,05/15/2012 04:53:14 PM,05/15/2012 05:37:55 PM,40.70982437,-74.0148247
Fire-10-76 (Commercial High Rise),509 Madison Ave,Manhattan,05/15/2012 09:08:26 PM,05/16/2012 05:22:31 AM,40.75955466,-73.97434603
Utility-Power Outage,,Brooklyn,05/16/2012 04:00:45 PM,05/16/2012 08:39:20 PM,,
HazMat-Fuel,353 West 118 Street,Manhattan,05/17/2012 06:35:48 AM,05/17/2012 07:20:58 AM,40.80644569,-73.95611514
Structural-Stability Problem,134-44 233 St.,Queens,05/05/2012 8:53,05/17/2012 01:27:49 PM,40.67413738,-73.73741833
Rescue-High Angle,450 Broome Street,Manhattan,05/17/2012 05:22:01 PM,05/17/2012 06:08:36 PM,40.72207519,-74.00041488
Medical-EMS MCI (Multiple Casualty Incident),Longfellow Avenue & Oak Point Avenue,Bronx,05/17/2012 08:10:00 PM,05/17/2012 09:09:00 PM,40.81060838,-73.88354917
LawEnforcement-Suspicious Package,203 Bedford st,Brooklyn,05/18/2012 11:29:48 AM,05/18/2012 12:24:03 PM,,
Utility-Sewer Service,92nd Street & Ridge Blvd,Brooklyn,05/17/2012 11:17:58 PM,05/19/2012 01:53:23 PM,40.61995584,-74.03543773
LawEnforcement-Suspicious Package,Lafayette Avenue & White Plains Road,Bronx,05/19/2012 12:48:32 PM,05/19/2012 05:55:35 PM,40.82201184,-73.85826303
HazMat-Odor of Gas,23-88  Brookhaven Ave,Queens,05/19/2012 12:36:09 AM,05/19/2012 09:44:48 PM,40.60005061,-73.76042163
Utility-Manhole,E 23 ST & 1 Ave,Manhattan,05/21/2012 09:52:15 AM,05/21/2012 10:27:49 AM,40.73679057,-73.97849729
Structural-Construction Accident,Liberty Street & Greenwich Street,Manhattan,05/21/2012 11:29:32 AM,05/21/2012 12:03:44 PM,40.7101293,-74.01262089
Fire-10-77 (Residential High Rise),123 W 57 St,Manhattan,05/22/2012 07:13:23 AM,05/22/2012 09:26:49 AM,40.76469633,-73.9780623
Fire-1st Alarm,750 E 163 St,Bronx,05/23/2012 02:25:10 PM,05/23/2012 05:13:58 PM,40.82294014,-73.90411152
Rescue-High Angle,East 122nd Street & Park Avenue,Manhattan,05/24/2012 09:11:14 AM,05/24/2012 09:31:46 AM,40.80312303,-73.94043747
Structural-Scaffold,300 Wyona St,Brooklyn,05/24/2012 07:04:33 PM,05/24/2012 09:11:59 PM,40.67154353,-73.89284393
Structural-Construction Accident,420 5th Ave,Manhattan,05/24/2012 08:50:53 PM,05/25/2012 05:39:54 AM,40.75080873,-73.98284546
Utility-Water Service Line,52 Duane Street,Manhattan,05/24/2012 01:33:52 PM,05/25/2012 10:02:19 AM,40.71438706,-74.00377316
Utility-Gas High Pressure,120  W 106 St,Manhattan,05/25/2012 09:53:31 AM,05/25/2012 11:49:53 AM,40.79958377,-73.96370816
Utility-Water Main,29-76 Northern Blvd,Queens,05/26/2012 11:13:32 PM,05/27/2012 11:03:55 PM,40.75043229,-73.93532345
Law Enforcement-Suspicious Package,77 5th Avenue,Manhattan,03/25/2017 01:00:22 AM,04/03/2017 12:48,40.71442154,-74.00607638
Fire-2nd Alarm,115-36 159 Street,Queens,01/07/2019 5:10,01/07/2019 13:25,40.68648101,-73.78594672
Fire-Other,FDR Drive & East 96 Street,Manhattan,03/17/2019 04:40:53 PM,03/18/2019 07:22:05 AM,40.78287,-73.9437345
Fire-1st Alarm,4 Washington Square Village,Manhattan,05/28/2012 03:53:43 AM,05/28/2012 04:23:10 AM,40.72712551,-73.99702347
Utility-Water Main,East 58th Street & Park Avenue,Manhattan,05/27/2012 07:18:29 PM,05/28/2012 10:21:26 AM,40.76228744,-73.97025865
Utility-Water Main,400 East 34th Street,Manhattan,05/28/2012 11:29:54 PM,05/29/2012 08:17:52 AM,40.74369528,-73.97332001
Administration-OEM Assistance Requested,West End Avenue & West 86th Street,Manhattan,05/29/2012 11:31:53 AM,05/29/2012 01:39:16 PM,40.78888017,-73.97785571
Fire-1st Alarm,33 Buchanan Place,Bronx,05/19/2012 06:45:17 AM,05/30/2012 01:41:16 PM,40.85815596,-73.90555014
LawEnforcement-Suspicious Package,174 Scholes St,Brooklyn,05/30/2012 02:20:37 PM,05/31/2012 12:59:06 AM,40.70886949,-73.94244779
Utility-Water Main,26 Federal Plaza,Manhattan,05/31/2012 08:52:44 AM,05/31/2012 11:01:19 AM,40.71601467,-74.00474362
Structural-Scaffold,340 West 23rd Street,Manhattan,05/31/2012 02:08:14 PM,05/31/2012 02:48:47 PM,40.74580634,-73.99972933
Structural-Car into Building,2240  Flatbush Ave,Brooklyn,05/31/2012 01:13:29 PM,05/31/2012 03:38:07 PM,40.61538296,-73.92890247
Fire-10-76 (Commercial High Rise),116 John Street,Manhattan,06/01/2012 10:20,06/01/2012 13:12,40.70760467,-74.00572049
Fire-10-77 (Residential High Rise),2550 Olinville Ave,Bronx,06/01/2012 13:59,06/01/2012 16:22,40.86394108,-73.86840148
Fire-3rd Alarm,147  Conselyea St,Brooklyn,06/01/2012 21:24,06/02/2012 11:48,40.71516733,-73.94522717
Utility-Power Outage,8000 Utopia Parkway,Queens,05/30/2012 01:51:03 PM,06/03/2012 12:16,40.72560042,-73.79169409
HazMat-Liquid,460 Kent Ave,Brooklyn,06/03/2012 17:29,06/03/2012 18:53,40.70837177,-73.96845401
Fire-1st Alarm,1 World Trade Center,Manhattan,06/02/2012 7:51,06/04/2012 12:25,40.71339277,-74.01307602
LawEnforcement-Suspicious Package,200 Monroe Street,Manhattan,06/05/2012 9:23,06/05/2012 11:10,40.71239887,-73.98449659
Structural-Collapse,98 6 Avenue,Brooklyn,06/07/2012 11:24,06/07/2012 21:16,40.67924323,-73.97539363
Transportation-Train Elevated,Elder Avenue & Westchester Avenue,Bronx,06/07/2012 21:38,06/07/2012 22:05,40.8285818,-73.87917077
Structural-Collapse,225 5 Avenue,Brooklyn,06/07/2012 17:00,06/08/2012 7:09,40.67567883,-73.98094685
Utility-Water Main,64-11 Queens Blvd,Queens,06/08/2012 8:45,06/08/2012 10:49,40.7410675,-73.90098155
Utility-Water Main,White Plains Road & Mace Avenue,Bronx,06/08/2012 4:42,06/08/2012 18:42,40.86321261,-73.86742318
Structural-Car into Building,2655 Richmond Ave,Staten Island,06/08/2012 20:17,06/08/2012 22:02,40.58229084,-74.169057
Transportation-Train Subway,103 ST  & Broadway,Manhattan,06/09/2012 10:15,06/09/2012 11:34,40.79910212,-73.96854104
Fire-House of Worship - Synagogue,200 Amsterdam Ave,Manhattan,06/10/2012 17:58,06/10/2012 19:14,40.77677951,-73.9829868
Fire-1st Alarm,4 World Trade Center,Manhattan,06/12/2012 11:35,06/12/2012 12:37,40.71003061,-74.01146303
Transportation-School Bus,Southern Blvd & E Tremont,Bronx,06/13/2012 08:14:22 AM,06/13/2012 12:20:54 PM,40.84270997,-73.88566149
Fire-1st Alarm,1335 6 Ave,Manhattan,06/13/2012 01:23:41 PM,06/13/2012 07:47:41 PM,40.76221796,-73.97874176
Fire-6th Alarm,702 44th street,Brooklyn,04/03/2019 17:10,,40.64567499,-74.0022561
Utility-Gas High Pressure,West 251 Street & Broadway,Bronx,06/14/2012 12:19:11 PM,06/14/2012 02:10:26 PM,40.89580556,-73.89670715
Fire-2nd Alarm,657 East 39 Street,Brooklyn,02/16/2017 12:15:50 PM,02/16/2017 02:15:28 PM,40.6409843,-73.93982527
Rescue-High Angle,1 North End Avenue,Manhattan,06/15/2012 12:54:17 PM,06/15/2012 12:59:16 PM,40.71411144,-74.01668337
Rescue-Confined Space,300 Western Avenue,Staten Island,06/16/2012 11:13:47 AM,06/16/2012 01:42:23 PM,40.63375448,-74.18251802
LawEnforcement-Suspicious Package,W 32 St & 7 th Ave,Manhattan,06/17/2012 12:23:21 PM,06/17/2012 01:09:07 PM,,
Transportation-School Bus,150 St & 87Ave,Queens,06/18/2012 06:38:37 AM,06/18/2012 08:04:57 AM,40.70806107,-73.80728742
Structural-Life Safety Violations,2400 Webb Ave,Bronx,06/02/2012 12:11,,40.86366335,-73.90743675
Utility-Water Main,686 Lexington Ave,Manhattan,06/17/2012 08:06:17 PM,06/18/2012 01:23:21 PM,40.76054705,-73.96942197
Structural-Partial Collapse,626 Ocean View Avenue,Brooklyn,06/19/2012 01:47:37 PM,06/19/2012 06:39:20 PM,40.57962567,-73.96190171
LawEnforcement-Suspicious Package,265 East 161 St,Bronx,06/19/2012 07:07:36 PM,06/19/2012 09:17:01 PM,40.82567138,-73.91872325
Rescue-Trench Collapse,Travis Avenue & Victory Blvd,Staten Island,06/21/2012 10:43:04 AM,06/21/2012 02:43:09 PM,40.59982728,-74.17822286
Utility-Power Outage,1925 University Ave,Bronx,06/21/2012 02:31:17 PM,06/22/2012 07:55:46 AM,40.85324853,-73.91264566
Utility-Power Outage,3201 Kings Highway,Brooklyn,06/22/2012 11:35:21 AM,06/22/2012 08:20:21 PM,40.61791054,-73.94300889
Structural-Falling Debris,112-39 38th Ave.,Queens,06/22/2012 08:17:25 PM,06/22/2012 09:13:52 PM,40.75368039,-73.8550445
Fire-Sensitive Location,,Queens,06/24/2012 05:17:01 PM,06/24/2012 06:34:39 PM,,
Fire-1st Alarm,4055 Victory Blvd,Staten Island,06/25/2012 08:54:04 AM,06/25/2012 10:31:49 AM,40.59261845,-74.18913162
Structural-Construction Accident,4 World Trade Ctr,Manhattan,06/26/2012 01:46:38 PM,06/26/2012 03:32:54 PM,40.71003061,-74.01146303
Transportation-Train Subway,,Manhattan,06/27/2012 06:08:40 PM,06/27/2012 06:23:26 PM,,
Structural-Street Collapse,31 Street & Hoyt Avenue S,Queens,06/28/2012 08:45:55 PM,06/28/2012 09:33:16 PM,,
Structural-Collapse,222 East 62nd Street,Manhattan,06/29/2012 11:54:55 AM,06/29/2012 02:31:24 PM,40.76313395,-73.96452941
Transportation-Car,East 180 Street & Southern Blvd,Bronx,06/30/2012 02:58:40 PM,06/30/2012 04:17:03 PM,40.84598596,-73.88446674
LawEnforcement-Suspicious Package,Pearl Street & Prospect Street,Brooklyn,07/01/2012 12:51,07/01/2012 13:19,40.70066265,-73.98774155
Utility-Manhole,196 Flatbush Ave,Brooklyn,07/01/2012 17:45,07/02/2012 3:55,40.68155988,-73.97564876
Structural-Scaffold,41-15 45 St,Queens,07/02/2012 11:07,07/02/2012 14:57,40.74640914,-73.91898596
Fire-Manhole,West 131 Street & Amsterdam Avenue,Manhattan,06/27/2012 11:51:55 AM,07/03/2012 12:00,40.81636158,-73.95408907
Fire-Manhole,Flatbush Ave  & Ditmas Ave,Brooklyn,07/04/2012 20:36,07/04/2012 21:21,40.6405826,-73.95571617
Administration-Planned Event,,Citywide,06/19/2012 07:59:15 PM,07/05/2012 0:28,40.7444347,-73.96657375
Utility-Power Outage,545  Neptune Ave,Brooklyn,07/05/2012 11:49,07/05/2012 13:45,40.57990061,-73.97325585
LawEnforcement-Suspicious Package,Lefferts Blvd & 101Ave,Queens,07/05/2012 18:38,07/05/2012 19:45,40.68995341,-73.82599316
Fire-Haz Mat,1500 Noble Ave,Bronx,07/06/2012 0:20,07/06/2012 1:43,40.8372468,-73.87149719
LawEnforcement-White Powder,51 St & 12 Ave,Brooklyn,07/06/2012 16:48,07/06/2012 17:44,40.63523322,-73.9954855
Fire-4th Alarm,107-47 112 St,Queens,07/05/2012 17:21,07/06/2012 19:10,40.68234377,-73.82890463
Structural-Street Collapse,East 74th Street & Park Avenue,Manhattan,07/07/2012 9:52,07/08/2012 5:46,40.77241888,-73.96286369
Marine-Passenger Liner,West 46 Street  & 12 Avenue,Manhattan,07/08/2012 7:55,07/08/2012 8:17,40.76428121,-73.9985813
Fire-10-77 (Residential High Rise),140 East 56th Street,Manhattan,07/07/2012 12:25,07/09/2012 10:58,40.76012709,-73.96935358
HazMat-Fuel,910 Post Ave,Staten Island,12/26/2016 12:46:59 PM,01/11/2017 14:24,40.63118566,-74.13119542
Utility-Gas High Pressure,,Brooklyn,08/30/2018 12:08:02 PM,08/30/2018 02:41:25 PM,,
Structural-Scaffold,111 West 57 Street,New York,01/21/2019 08:28:35 PM,01/22/2019 09:12:21 PM,40.76465021,-73.97788313
Fire-1st Alarm,2441 Adam Clayton Powell Boulevard,New York,05/08/2019 2:51,05/08/2019 15:22,40.81980589,-73.94026594
Law Enforcement-Suspicious Package,133-55 Hook Creek Blvd,Queens,06/28/2019 02:13:36 PM,06/28/2019 02:31:10 PM,40.67304657,-73.72772612
HazMat-Chemical,West 204 Street  & 10 Avenue,Manhattan,07/10/2012 9:33,07/10/2012 12:02,40.86260525,-73.92027606
Structural-Scaffold,1177 6 Ave,Manhattan,07/11/2012 10:34,07/11/2012 18:54,40.75725607,-73.98236373
Structural-Street Collapse,Park Avenue & East 112th Street,Manhattan,07/07/2012 22:24,07/12/2012 11:06,40.79676306,-73.94509502
LawEnforcement-Suspicious Package,Jay Street & Willoughby Street,Brooklyn,07/12/2012 10:34,07/12/2012 11:17,40.69223342,-73.98729956
Structural-Stability Problem,1649 Overing Street,Bronx,07/12/2012 1:21,07/12/2012 16:54,40.84280136,-73.84829053
LawEnforcement-Suspicious Package,W 53 St & 7 Ave,Manhattan,07/12/2012 17:09,07/12/2012 18:54,40.76296781,-73.98189293
Structural-Construction Accident,3 World Trade Center,Manhattan,07/13/2012 02:03:21 PM,07/13/2012 03:37:03 PM,40.71069489,-74.01102669
Fire-3rd Alarm,89 South Street,Manhattan,07/14/2012 04:02:13 PM,07/14/2012 07:06:23 PM,40.70586457,-74.00376907
LawEnforcement-Suspicious Package,West 42 St & 7 Ave,Manhattan,07/15/2012 03:20:03 PM,07/15/2012 03:54:08 PM,40.75603527,-73.9869481
Rescue-Confined Space,158 West 62nd Street,Manhattan,07/16/2012 11:12:05 AM,07/16/2012 01:02:15 PM,40.77178711,-73.98503875
Rescue-Confined Space,355 East 76 Street,Manhattan,07/17/2012 09:59:54 AM,07/17/2012 01:31:55 PM,40.77085989,-73.95520353
LawEnforcement-Suspicious Package,Burgher Avenue & North Railroad Avenue,Staten Island,07/17/2012 08:16:53 PM,07/17/2012 09:15:59 PM,40.59241921,-74.09157874
Utility-Water Main,52-15 11 St,Queens,07/16/2012 09:21:24 PM,07/18/2012 12:53:12 AM,40.74079826,-73.95228629
Utility-Water Service Line,518 West 58 Street,Manhattan,07/18/2012 08:52:36 AM,07/18/2012 12:05:31 PM,40.77029719,-73.98929197
Fire-1st Alarm,25 City Island Avenue,Bronx,07/18/2012 01:55:55 PM,07/18/2012 03:27:29 PM,40.83843212,-73.783213
Structural-Street Collapse,108 East 29 Street,Manhattan,07/18/2012 02:16:00 PM,07/18/2012 10:02:20 PM,40.74368065,-73.98302052
Utility-Water Main,West 187 Street   & Saint Nicholas Avenue,Manhattan,07/18/2012 01:45:31 PM,07/18/2012 10:05:41 PM,40.85306334,-73.93099439
Weather-Lightning,14 East 51 Street,Manhattan,07/18/2012 06:02:15 PM,07/19/2012 12:58:28 PM,40.75870133,-73.97566026
HazMat-High Carbon Monoxide,25 Market St,Manhattan,07/20/2012 02:33:53 PM,07/20/2012 02:46:29 PM,40.71284992,-73.9944486
HazMat-Chemical,465 Main St,Manhattan,07/22/2012 08:02:44 PM,07/22/2012 09:30:49 PM,40.75955011,-73.95164116
Fire-3rd Alarm,1566 3rd Avenue,Manhattan,07/21/2012 11:05:20 PM,07/23/2012 01:18:02 PM,40.78003471,-73.95311393
